名稱,分類,劇情介紹,上映日期,網址
羊之木,懸疑/驚悚 ,"
            闖入小鎮平穩生活的新居民
過去全部都是殺人犯……
犯罪人口過剩，監獄即將人滿為患，日本中央政府提出一項新型態的假釋制度。魚深市為了高額獎勵金，同時解決鄉鎮人口流失的問題，決定執行此一計劃。六名假釋犯被秘密安排到這個純樸的海邊城市，由市公所的月末一（錦戶亮 飾）負責接待，他和六位曾犯下殺人重罪，現在以看護、理髮師、送貨員...
 
等身份重啟人生的人們相遇後，所引發的一連串故事。月末小心翼翼不讓六位假釋犯互相認識，卻因為鎮上舉行傳統祭典，六人齊聚一堂，引發一連串喝酒、鬥毆的事件，當晚更發生了一件殺人命案，為平靜的小鎮掀起驚濤駭浪。
 
日本奧斯卡金獎導演吉田大八執導，由首次挑戰懸疑題材的錦戶亮擔綱演出。還有木村文乃、北村一輝、優香以及松田龍平等實力派演員助陣。本片榮獲本屆釜山國際影展評委會大獎。
 
【關於電影】
 
恐懼與希望共存
震撼人心、挑戰人性的懸疑推理之作
改編自山上龍彥與五十嵐喜夫聯袂創作同名作品《羊之木》，原作在2014年奪得第18屆日本文化廳媒體藝術祭優秀獎，深層剖析人性的話題性作品引起了廣大的迴響。導演吉田大八受作品獨特的世界觀吸引，將之改編成電影。《羊之木》故事舞台發生在日本富山縣魚深市，鄉下沉靜的氛圍加上虛構的半人半魚神明「諾羅羅」，塑造出強烈的神秘色彩。劇情深刻聚焦人與人之間的來往，描寫曾經犯下殘忍罪行的「新居民」和當地市民之間的交流與磨合，不但揭開現代潛藏問題，更預言了未來社會的走向。
 
假釋犯搬進人口嚴重外移的小鎮，這種宏觀的命題，雖是不可能發生在現實生活中的設定，卻非常寫實且具議題性。假釋制度和監獄密度過高、鄉鎮人口流失伴隨而來的問題，六名前科假釋犯被安置到純樸的鄉下城市，有如在靜止的水面上拋下六顆石頭，人是否能與犯下殺人重罪的假釋犯共存；直覺上會「還是有點怕怕的」，理性上卻說「不能戴著有色眼鏡去看已經贖罪的人」，理性與直覺即將擦撞出有趣的火花。
 
 
金獎導演吉田大八票房鉅作
三生三旦實力派卡司華麗共演
曾經以《聽說桐島退社了》獲得日本電影金像獎最佳影片和最佳導演獎，再以《紙之月》風光獲得日本電影金像獎11項提名，吉田大八導演無疑是日本當今影壇頂尖創作者。《羊之木》是他的第七部作品，不同以往的風格，獨樹一格的懸疑電影。這次他忠實呈現原作的設定和精髓，另外創作全新的電影結局。善與惡，罪與罰，相信與懷疑，人性及友情，電影最後發生在主角身上的衝擊事件，想必會讓觀眾的感情久久不能自己。在演員陣容方面，本片集結了日本影壇首屈一指的實力派卡司陣容。詮釋人性在面臨極端處境下的種種矛盾心理。擔任公職的錦戶亮，負責接待假釋犯，木村文乃飾演正巧回鄉的青梅竹馬。北村一輝、優香、市川實日子以及松田龍平等優秀演員分別出演曾經犯下殺人罪的前科犯，在劇中各自展現其獨特魅力，彷彿散發著強大的磁場，相遇之時引起令人不安的化學反應。
          ",上映日期：2018-04-27,https://movies.yahoo.com.tw/movieinfo_main/%E7%BE%8A%E4%B9%8B%E6%9C%A8-the-scythian-lamb-7741
只想擁抱妳,勵志 溫馨/家庭 愛情 ,"
            溫柔的計程車司機雅己（錦戶亮飾），在體育館裡邂逅了美麗的良紗（北川景子飾）。這位坐在輪椅上的女孩，之前的遭遇卻遠遠超出雅己的想像。原來六年前一場嚴重的交通事故，讓良紗雖然奇蹟生還，卻也留下影響終生的後遺症。她左半邊身體麻痺，並罹患高次腦機能障礙這個疾病，有時甚至連昨天發生的事情都會忘記。縱使命運帶給良紗如此沉重的打擊，但她卻沒有改變開朗樂觀、積極向上的個性，也讓雅己的心逐漸被良紗佔據，並決定認真與她交往。隨著日子過去，兩人決定共結連理。不過這對有些不同的情侶，在邁向婚姻的路上卻佈滿荊棘。面對周遭友人的質疑、雙方父母的反對，深知已被命運緊緊繫在一起的兩人，他們的手反而握得更緊；更何況，有個小天使也正悄悄降臨。良紗決定生下孩子，雅己也全力支持愛人的決定。面對眼前如此堅定的愛侶，雙方父母也終於讓步。數月之後，兩人終於步入婚姻殿堂，但他們卻未料到，沉浸在莫大幸福的同時，更殘酷的命運也即將降臨。《只想擁抱妳》是由HBC北海道電視台所製作的紀錄片「記憶障礙的新娘－臨終的微笑－」改編而成。紀錄片耗時六年拍攝，講述一個平凡卻感人肺腑的愛情故事，刻劃因為交通事故造成半身麻痺與記憶障礙的女子，以及身體健康的計程車司機，兩人從邂逅、相戀、步入禮堂，卻在喜得貴子之際面臨生死訣別的悲劇。而這個賺取世人無數淚水的真實影片，不僅榮獲2011年JNN網路作品大獎肯定，之後更推出同名小說作品。直到2014年，這個獲得全國觀眾熱烈迴響的故事，終於在眾人的殷切期盼下登上大銀幕。本片的改編企劃，源起於日本TBS電視台製作人平野隆在某天晚上準備睡覺前，偶然在電視上看到這部紀錄片，感動之餘也備受衝擊，決定要將這個真實故事給拍成電影。劇組在前製階段花費許多時間跟紀錄片真實人物，也就是女主角良紗的母親及男主角雅己一家人協調，在保證不以博得廉價同情為賣點的情況下，終於獲得他們全家人的改編許可。不論是紀錄片「記憶障礙的新娘－臨終的微笑－」或是改編劇情片《只想擁抱妳》，故事皆是讚頌女主角對生命的熱情與執著，並描繪男女主角刻骨銘心、堅定不移的動人愛情。本片交由作品風格獨特，並曾製作出《黃泉路》這類穿越生死界限感人之作的鹽田明彥執導，而這也是他繼《多羅羅：天下之戰》之後，闊別大銀幕七年之久的回歸之作。而良紗與雅己這兩個角色，也一直是所有日本當紅影星爭相搶演的對象。最後這個艱鉅而又幸運的任務，交由新生代玉女北川景子與傑尼斯團體關8成員錦戶亮擔綱演出。兩人不僅將在片中浪漫談愛，挑戰日本影史最讓人起雞皮疙瘩的「旋轉木馬之吻」，更還要面對生離死別的情感難題，以及穿上禮服與白紗、挑戰催淚婚禮戲的賣力演出，勢必將讓觀眾感動落淚，哭掉數包面紙。除了兩位關西出身的演員，全片並集結上地雄輔、齊藤工、平山綾、佐藤江梨子、佐藤惠、窪田正孝、寺門義人、角替和枝、國村隼、風吹純等來自日本各年齡世代的知名演員共同演出。劇組選在2013年2月，遠赴零下二十度的北海道網走市進行拍攝，不僅工作人員飽受低溫煎熬，更將照明燈給凍壞，足以想見當時拍攝工作之艱鉅。即使這樣，劇組還是秉持要透過本片，將勇氣傳遞給有相同遭遇的人們，因此卯足全力堅持下去，用溫暖鼓舞著每個相知相惜人們的心。值得一提的是，本片也請來流行天后安室奈美惠，為本片量身打造並獻唱主題曲「Tsuko月亮」。淒美飄渺的曲風，透過安室充滿溫暖與包容力的歌聲，不僅唱出與命運之人的相知相守，更也歌誦愛情的奇蹟，無疑為本片的動人劇情唱出最適切的旋律。而這更是她睽違十二年，再度為愛情電影獻唱主題曲。堅強的製作班底與演員卡司，讓本片才一上映，就榮登本土電影新片首週票房冠軍，日本總票房更勇破十四億日幣，吸引超過120萬觀眾入場一同感動。如今這部話題作品終於將在台灣上映，勢必將會感動您心。
          ",上映日期：2014-06-06,https://movies.yahoo.com.tw/movieinfo_main/%E5%8F%AA%E6%83%B3%E6%93%81%E6%8A%B1%E5%A6%B3-i-just-wanna-hug-you-5243
約定的夢幻島,懸疑/驚悚 劇情 ,"
            下一個食物是幾號？ 一起逃出這個樂園吧！
宛如天堂般的孤兒院「恩典農場孤兒院」，所有孤兒在被稱為「媽媽」的教育員伊莎貝拉(北川景子飾)細心照料下，過著錦衣玉食的夢幻生活，直到「被領養」才能跨出孤兒院的柵欄與大門。某日，孤兒院裡最年長的小孩艾瑪(濱邊美波飾)、諾曼(板垣李光人飾)與雷(城檜吏飾)發現了恐怖的真相－原來他們都是提供給「鬼」的食用兒童！因此他們下定決心要帶領大家逃出這個地獄…
 
【關於電影】
 
轟動全球的日本漫畫神作《約定的夢幻島》，不但曾在2018年奪得日本「這本漫畫真厲害！男性篇」票選排行冠軍，甚至連法國、韓國都有驚人銷售量，而美國更計畫將《約定的夢幻島》翻拍成真人劇集，由《蜘蛛人：新宇宙》導演羅德尼羅斯曼執導，足見這部動漫席捲全球的迷人魅力！
 
電影集結兩大女神北川景子、濱邊美波與人氣女星渡邊直美同台飆戲，其中以美艷氣質深植人心的北川景子和活潑搞笑的諧星渡邊直美竟在片中黑化成亦正亦邪的經典漫畫角色，最新曝光的海報與預告中更瞥見北川景子令人毛骨悚然的微笑，顛覆形象的演出讓全球粉絲期待度爆錶！
          ",上映日期：2021-01-20,https://movies.yahoo.com.tw/movieinfo_main/%E7%B4%84%E5%AE%9A%E7%9A%84%E5%A4%A2%E5%B9%BB%E5%B3%B6-the-promised-neverland-11122
死亡醫生的遺產,懸疑/驚悚 劇情 ,"
            ★北川景子《房仲女王》X 綾野剛《MIU404》
★這名醫生是救世主，還是獵奇殺人犯？
★真實取材自曾為130人施行過安樂死的醫生
★中山七里原作 榮獲「這本推理小說真厲害！」大獎
 
這名醫生是救世主，還是獵奇殺人犯？「賜你一個毫無痛苦的死亡」接受某個地下網站委託，幫人施行安樂死的連續殺人犯「死亡醫生」。
 
此人物之存在被發現的契機來自一名少年控訴著父親被殺死的報案電話。警視廳搜查一課的No.1搭檔犬養（綾野剛飾演）跟高千穗（北川景子飾演）立刻著手辦案，相似的案件也接連浮上檯面。兩人與搜查小組組長麻生（石黑賢飾演）、新進刑警澤田（岡田健史飾演）、室岡（前野朋哉飾演）、青木（青山美鄉飾演）快馬加鞭地追查案情，然而受害者家屬卻口徑一致地擁護犯人。死亡醫生究竟是獵奇殺人犯？還是救贖之神？驚愕的事實與更巨大的悲劇即將降臨在犬養與高千穗身上。
 
【關於電影】
 
千萬別去追查那名醫生…
綾野剛X北川景子
警視廳搜查一課No.1搭檔面臨挑戰
以安樂死為手法的連續殺人犯《死亡醫生》的真面目究竟是！？
 
綾野剛X北川景子，名符其實的兩位頂尖巨星在電影《死亡醫生的遺產》中化身警視廳搜查一課No.1搭檔！大膽直覺型刑警「犬養隼人」和冷靜沈著的分析型刑警「高千穗明日香」，由性格迥異的前後輩組成的No.1搭檔，挑戰以安樂死為手法的連續獵奇殺人犯“死亡醫生”犯下的案件。為受害者開出無痛無苦的死亡處方，受到家屬感謝的死亡醫生，其目的與真面目究竟是什麼？
 
本片改編自以《再見，德布西》拿下「這本推理小說真厲害！」大獎的中山七里之刑警犬養隼人系列《死亡醫生的遺產》。以醫療界的禁忌題材—安樂死為主題，人稱「死亡醫生」，曾為多達130名患者施行安樂死的美國醫師「傑克凱沃基安」為角色藍本所描繪出犯罪懸疑故事。在病患本人跟家屬同意下施行安樂死還能說是殺人嗎？沒有受害者的殺人案還能說是犯罪嗎？隨著案情逐漸明朗，搜查方的正義開始受到動搖，道德崩解的同時也慢慢陷入危險的錯覺…
          ",上映日期：2021-01-15,https://movies.yahoo.com.tw/movieinfo_main/%E6%AD%BB%E4%BA%A1%E9%86%AB%E7%94%9F%E7%9A%84%E9%81%BA%E7%94%A2-black-file-11125
影裏,劇情 ,"
            相遇在北方大地，那個唯一讓他卸下心房的男人…
今野秋一（綾野剛 飾）因為被公司調職，從大城市的東京來到岩手縣盛岡市居住，人生地不熟的他，雖能與同事正常相處卻總無法融入。直到他結識了同齡的日淺典博（松田龍平 飾），才逐漸對這未知的土地卸下了心房。外表吊兒啷噹的日淺，不僅留著一頭凌亂的中長髮，還常不聽今野的勸導在公司偷抽菸。兩人乍看個性不合，卻在一夜把酒言歡，建立起深厚的友誼，結伴溯溪釣魚甚或夜遊。因為一些微不足道的小事而歡笑的日子，彷彿像是已然成熟卻遲來的青春歲月，讓今野內心也泛起了陣陣漣漪。某天，日淺突然下落不明，隨著今野開始找尋他的蹤跡，摯友底下截然不同的面貌才逐漸浮出水面：公司女同事表示曾借錢給日淺卻無從追討、斷絕父子關係而不願向警方提出協尋申請的冷淡家庭……究竟那個曾經一起度過許多美好時光的男人，是否為日淺真正的模樣？行蹤不明的他，現在又身處何方？
 
《影裏》改編自2017年芥川賞得主沼田真佑的同名小說，講述同性之間，真摯卻又弔詭的情誼，以及親近過後分道揚鑣，在311之後，重新面對失去的一切、進而重生的故事。本片找來《神劍闖江湖》導演、盛岡出身的大友啟史執導，並由實力派演員綾野剛及松田龍平主演，帶給觀眾充滿深沉人性、感動人心的懸疑作品。
 
【關於電影】
 
綾野剛與松田龍平首次共演，細膩男X神秘男的微妙火花
《影裏》講述兩名性格迥異的男子，相互吸引和影響的人際關係。
 
本片找來名導大友啓史執導，故事以綾野剛飾演的異鄉人今野出發，「表面沉默寡言，卻彷彿在心中累積著種種想法，這讓我馬上聯想到了綾野剛，而他也充分演繹了今野身上壓抑的情感。」相較於被鏡頭緊緊跟隨的今野，日淺一角反而讓人難以理解，松田龍平的演技成功讓這股神秘感具現化，讓原本不易呈現的角色從小說中走出，「無法知道這個人是好是壞，究竟是信任著今野，還是欺騙了他，同時不論用什麼觀點都成立，龍平的演出讓人成功接受到這樣的訊息。」此次是大友啓史導演繼2012年《神劍闖江湖》以來，暌違多年再度與綾野剛合作，松田龍平則是初次加入導演的陣容。值得一提的是，綾野剛與松田龍平私底下雖是長年老友，在大銀幕上卻只有2005年《NANA》中幾秒的交集，算不上「真的」共同演出，綾野剛於受訪時表示：「總覺得有天一定會共演的，彼此常說『想要一起演戲』之類的話，這次也實現了以我們兩個為主軸的特別作品。雖然有點自吹自擂，但在日本沒有比這更好的選角了。」
 
大友啓史導演懸疑新作，深刻人性與大自然的虛幻無常
曾執導過多部銀幕鉅作的大友啓史導演，此次為了拍出與過往截然不同的作品，聚集了全新的團隊，其中《東京奏鳴曲》攝影蘆澤明子的加入，為男性的故事添加了陰柔的女性視角，導演更大力讚賞「她是日本女性攝影師的先驅，從黑澤清的作品中可見，她為濃厚的人性作品，帶來了不安定的攝影走位，並將景框中角色細微的生理與心理變化擷取而出，十分有趣。」《影裏》全片攝於岩手縣盛岡市，兩位主角透過河邊垂釣培養起緊密的情感，故也大量取景當地自然景觀，讓拍攝備受考驗，不僅氣候、水流狀況影響甚大，露營火光的夜戲更是不容易。劇組力求真實的同時也致力於環境保育，甚至找來當地電視台與漁民等七位達人，進行釣魚的監督與指導。然而美不勝收的景致在片中同時也扮演著殘酷的角色，時間軸設定於311東北大地震前後，透過人際互動，巧妙以人性的黑暗面，映照著大自然的反撲。在展現異鄉人今野的孤寂感，以及人對於災害的無力感的同時，透過《影裏》這部嶄新的人性懸疑作品，將能帶給觀眾從被破壞事物中重新站起的生命力量。
 
          ",上映日期：2020-06-05,https://movies.yahoo.com.tw/movieinfo_main/%E5%BD%B1%E8%A3%8F-beneath-the-shadow-10623
3月的獅子：後篇,劇情 ,"
            ★ 原作榮獲漫畫大賞、手塚治虫文化獎漫畫大賞、講談社漫畫獎
★《蜂蜜幸運草》作者 羽海野千花 最新作品 超人氣漫畫改編
★ 連載十周年紀念 電視動畫版和真人電影版同時推出 
 
沒有家人，沒有朋友，除了將棋究竟還剩下什麼？
 
年僅17歲天才高中生職業將棋棋士桐山零，因為意外從小失去父母成了孤兒，又不得已離開了寄養家庭，獨自住在東京舊市街中。他既沒有家人也沒有朋友，除了將棋，一無所有，因此在日常生活上及棋盤比賽中都背負著沉重的孤獨，直到他在因緣際會之下認識了川本家的三姊妹：明里、日向以及小桃，同樣沒有父母的三姐妹卻意外樂觀開朗。在與她們相處後，零的內心也漸漸溫暖了起來，勇敢挑戰一場又一場艱難的棋賽。
 
本片改編自羽海野千花『漫畫大賞』冠軍原作，由擅長為漫畫改作的《神劍闖江湖》導演大友啟史執導，集結超過十位以上日本當紅男女演員，巨星齊聚一堂，可說是今年最堅強的陣容。這是一部描繪角色心靈成長的溫馨熱血代表作。歡慶漫畫連載十周年，同時推出電視動畫和真人版電影，真人版電影將分成《前篇》《後篇》二部作品。
 
【關於電影】
系列銷售破200萬冊，讀者淚推此生必看的漫畫神作
歡慶漫畫連載十週年的《3月的獅子》，細膩的人物刻畫與活潑輕鬆的畫風，不只是漫畫大賞的常勝軍，2014年更拿下最高肯定與榮譽的「手塚治虫文化獎漫畫大賞」，也成為漫畫家羽海野千花繼《蜂蜜幸運草》後，又一人氣漫畫之作。《3月的獅子》作為國民漫畫，深受男女老少喜愛，導演由擅長漫畫改編的大友啟史同時擔任編劇與執導，在原作漫畫尚未推出完結篇的狀況下，大友與羽海經過多次討論，前後花費一年多的時間，才完成這一部極為「豐富」的電影。《3月的獅子》以主角桐山零的成長物語作為軸心，圍繞著「各式各樣的人們，重新找回各自失去的某些東西」，讓觀眾能夠自我投射年輕時的自己。本作分為前、後兩篇，前篇故事描寫17歲的主角桐山零，靠著自己的力量站穩腳步，奔向嶄新人生；後篇則主要描寫守護著桐山零的人們。
 
漫畫改編電影大師大友啟史 史詩般的對弈之戰
曾以《神劍闖江湖》三部曲，奠定「漫畫改編電影大師」地位的大友啟史導演，這次挑戰棋盤上的對弈戰局，過去大場面的動作戲這次來到小小的棋盤之戰，卻更考驗導演及攝影師的場面調度功力。為了完美打造戲劇化的緊張氛圍，導演也曾想過使用電腦特效，但最後仍採取實戰拍法，以最直接的鏡頭一決勝負，最後拍出連將棋專家看了都覺得毫不虛假的場面，就連不懂將棋規則的人也能感受到緊張感。電影在導演堅持「對弈戲就等同於武打戲」的拍法下，完成一場場精彩絕倫的棋盤之戰。主演神木隆之介從開拍前兩個月開始上將棋課，從小跟著祖父學習將棋的神木，原本對將棋就很熟悉，在專業棋士的訓練下，下棋手法更入佳境；加瀨亮則是在接到宗谷一角的隔天，就主動提出上課的要求；愛好西洋棋的伊藤英明，直覺與洞察力都很好。幾位演員一同學習棋法，偶爾也會不知不覺地認真起來，陷入勝負廝殺中。每位演員都收到了屬於自己的一份將棋盤、棋子與規則本、對弈影片集等自我練習套餐。最後，所有的演員在電影中都化身為真正的棋士。 
 
天才童星神木隆之介 神還原的完美選角與豪華陣容
由日本累積最多票房佳績的國民弟弟神木隆之介主演，此次桐山零的選角不只是原作者、導演、製作團隊全體的指定與希望，原本就是《3月的獅子》書迷的神木隆之介也非常乾脆地一口答應，不只是幾乎相像的外表，就連神木隆之介與跟桐山零「從孩提時代就是專業人士」的經歷也有所重疊，便成就這次幾乎是萬眾矚目、神還原的選角。而超強的卡司陣容，首次演出小惡魔性格的有村架純，幾乎擺脫過往的乖乖牌形象，在電影中與神木隆之介有不少極具爆發力情感的對手戲，兩人也從2011年飾演兄妹後再次共演，此次則成為沒有血緣關係的姊弟，關係相當微妙。豪華陣容還包括，飾演義父的豐川悅司、熱心老師高橋一生，專業棋士則找來伊藤英明、加瀨亮、染谷將太、佐佐木藏之介等實力與魅力兼具的卡司。
 
          ",上映日期：2017-09-15,https://movies.yahoo.com.tw/movieinfo_main/3%E6%9C%88%E7%9A%84%E7%8D%85%E5%AD%90-%E5%BE%8C%E7%AF%87-march-comes-in-like-a-lion-7023
屍人莊殺人事件,懸疑/驚悚 劇情 ,"
            ★改編自今村昌弘榮獲四大日本推理小說大獎的同名小說
★當紅新生代演員 神木隆之介 × 濱邊美波 × 中村倫也 演繹21世紀最燒腦的推理之作
 
熱愛推理小說的大學生葉村讓（神木隆之介 飾），受推理小說愛好會的會長明智恭介（中村倫也 飾）任意擺布，兩人將自己當成是福爾摩斯和華生，解決校園內的各種事件。某日，就讀同所大學的私家偵探劍崎比留子（濱邊美波 飾），向兩人提議參加夏日合宿活動，因為比留子收到了一封神祕的恐嚇信，預告將在合宿中行凶。三人抵達山中的合宿地點「紫湛莊」後，遇見了各形各色的房客。而當晚，在呈現密室狀態的紫湛莊內，竟發現了一具慘死的屍體……
          ",上映日期：2020-07-31,https://movies.yahoo.com.tw/movieinfo_main/%E5%B1%8D%E4%BA%BA%E8%8E%8A%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6-murder-at-the-house-of-death-10819
夏日大作戰4DX,動畫 ,"
            失控的人工智慧「OZ」，將引爆現實生活中的大災難！
個性格內向的理科宅男的小磯健二，在放暑假前被仰慕的學姊筱原夏希委託前往老家打工，抱著忐忑又期待的心情抵達夏希家，才得知打工內容竟然是充當學姊的男友！而他即將要面對的大家族，正是從室町時代就存在的戰國大家族－－陣內家！以90歲的曾祖母為首，陣內家族成員從醫生、漁民、電器店老闆、小學生等等各式各樣的親戚都有，原本是一次快樂又熱鬧的打工，健二卻因為在半夜解開一道神秘的數學智力競賽郵件，導致整個網路世界的癱瘓，不只一夕之間成為舉國聞名的罪犯，更將引爆現實生活中的大災難！
 
【關於電影】
 
10週年紀念4DX特別版 最感動家族夏日物語台日同步紀念上映
80個角色見證細田守超強畫工！
日本知名動畫導演細田守以地圖工作室身分推出的《跳躍吧！時空少女》驚豔全球，與動畫元老宮崎駿分庭抗禮！第二部作品《夏日大作戰》講述平凡家庭團結拯救世界的故事，上映後獲得廣大年齡層好評，更拿下日本奧斯卡金像獎最佳動畫長片獎，以及有世界動畫殿堂之稱的「東京動畫影展」年度最佳影片！2020年1月17日推出4DX特別版，台日同步紀念上映。故事背景設定女主角出生自從室町時代就存在的戰國名門，細田守在構想之初就堅持故事包含主角在內，會出現高達80名的家族成員！除了角色設定多元鮮明，製作團隊為了呈現現實與虛擬世界的差異，更同時採用傳統手繪與電腦繪圖的技術，將夏天與家族的熱鬧氣息完整呈現於大銀幕上，繽紛絢麗的視覺效果更增添劇情與角色的立體度！《夏日大作戰》將以超細緻畫工和撼動人心的故事帶你經歷一次永生難忘的家族夏日回憶。
 
獻給妻子與新婚家庭的禮物！
《夏日大作戰》以齊心戰鬥守護家族最脆弱的聯繫
細田守過去作品如《數碼寶貝》、《ONE PIECE 祭典男爵與神祕島》等等多講述青少年的友情與熱血冒險，然而他在受訪時表示一直很想做一部「故事能被廣泛接受，不被性別或年紀所約束，並且適合在夏季的電影院裡放映且闔家觀賞的電影」。在完成《跳躍吧！時空少女》後，細田守也邁入婚姻生活，身為家中獨子、雙親又早逝的他，因為與妻子一家人接觸讓他重新感受到親情之間的微妙互動與連結，進而成為《夏日大作戰》的靈感來源！「有時和新的家庭成員相處並不容易，那需要很大的努力，但你也可以和完全陌生的人建立深刻的關係……」故事以對抗失控的人工智慧OZ為主軸，全員大團結不分你我，突破血緣的界線，重新讓觀眾深刻體會奮力守護愛人的心情，正是細田守獻給妻子與新婚家庭的禮物！
 
          ",上映日期：2020-01-17,https://movies.yahoo.com.tw/movieinfo_main/%E5%A4%8F%E6%97%A5%E5%A4%A7%E4%BD%9C%E6%88%B04DX-summer-war-10427
未來的未來,冒險 動畫 ,"
            我是和妹妹經歷這場冒險後，才開始學習怎麼當哥哥
身為家中獨子的「小訓」沉浸在全家上下所有的愛和關注中，直到有天爸媽抱著剛出生妹妹「未來」告訴他：「從今以後你就是哥哥了！」4歲的小訓不明白何謂「哥哥」，但如果當了哥哥意味失去家族的寵愛，那他寧可不要這個妹妹！正當他處於新身分的困惑與對妹妹的埋怨中，突然出現在眼前的國中生竟然稱呼他為哥哥？來自未來已經長大的妹妹未來，將帶領小哥哥穿越時空，展開兄妹的第一場大冒險！
 
【關於電影】
 
萬眾期待！金獎導演細田守最新力作《未來的未來》終於來了
集結星野源、福山雅治、黑木華、役所廣司 打造最動人的夏日兄妹物語
以《跳躍吧！時空少女》即橫掃日本各大動畫大獎的導演細田守，繼《怪物的孩子》後睽違三年，再度帶來新作《未來的未來》，聲優卡司集結日本一線明星如《月薪嬌妻》星野源、日本影帝役所廣司、《重版出來》黑木華等等，以及最後釋出的王牌卡司《第三次殺人》福山雅治，讓世界影迷皆期待不已！故事講述４歲的「小訓」在妹妹「未來」出生後深刻感受到失寵危機，不甘情願成為哥哥的他，有天竟然遇見來自未來的未來，兩人將攜手共闖生命的第一次冒險！細田守表示故事靈感就是來自於自己的一雙兒女，不只是親生女兒名叫未來，5歲的兒子也曾經告訴他夢到2歲的妹妹長大後的樣子！「我認為透過孩子間的小事，能夠窺視人類人性的主題。」粉絲們可以開始期待今年夏天最動人的兄妹物語！
 
《未來的未來》入圍安錫動畫影展 代表日本角逐世界動畫最高殿堂
宮崎駿、高畑勲兩名導曾獲獎
細田守《跳躍吧！時空少女》《夏日大作戰》後再角逐最高殊榮
日本大導細田守最新作品《未來的未來》入圍法國安錫國際動畫影展，代表日本角逐世界動畫最高殿堂！宮崎駿的《紅豬》及高畑勲的《平成狸合戰》兩位大導都曾獲得安錫動畫影展最佳長片大獎，細田守新作《未來的未來》入圍最高殊榮足以證明當代大師之地位。細田守曾以《夏日大作戰》入圍安錫國際動畫影展，也曾《跳躍吧！時空少女》獲得動畫長片特別獎，堪稱今年日本年度電影代表！
 
動畫大導細田守 最新作品《未來的未來》風光入選坎城影展
《未來的未來》成為日本年度代表，入選坎城影展導演雙週單元，將在電影最高殿堂坎城影展風光首映，此次入選也是細田守導演第一部入選坎城的作品！作為坎城影展的重要單元之一，著名動畫導演高畑勳生前最後一部動畫電影《輝耀姬物語》也是在導演雙週單元首映，除此之外，許多知名電影作品皆是從雙週單元孕育發跡而出，侯孝賢、易智言導演的作品都曾入選過這個單元，《未來的未來》五月於坎城首映後，8月17日將與台灣觀眾見面！
 
          ",上映日期：2018-08-17,https://movies.yahoo.com.tw/movieinfo_main/%E6%9C%AA%E4%BE%86%E7%9A%84%E6%9C%AA%E4%BE%86-mirai-8112
罪之聲,懸疑/驚悚 劇情 ,"
            ★ 實力派演員小栗旬、「全能才子」星野源首度精彩共演
★ 改編自作家塩田武士以日本昭和真實未破懸案「固力果．森永案」為題材的人氣推理小說
★《現在，很想見你》導演土井裕泰 ×《法醫女王》編劇野木亞紀子打造懸疑震撼劇！
★ 2020日本報知電影獎 最佳作品獎、最佳男主角獎、最佳男配角獎
★ 2020日刊體育電影大獎 最佳作品獎、最佳男主角獎
★ 2020日本電影金像獎 最佳劇本獎、話題演員獎，入選優秀作品、優秀男主角獎、優秀男配角獎、優秀導演獎、優秀劇本獎等10項大獎
★ 經過35年而甦醒的宿命……　　
 
在平成時代將邁入尾聲之際，新聞記者阿久津英士（小栗旬 飾）被選入昭和最大未解決事件的特別企畫組，追查30多年前的事件真相，阿久津為了找到所剩的證據，每天不停進行調查。
 
在此事件中，犯罪集團在威脅錄音帶裡用了三名孩子的聲音，阿久津對此十分在意。另一方面，在京都經營西裝店的曾根俊也（星野源 飾），在父親的遺物中發現了卡式錄音帶，感到在意的他聽了錄音帶的內容，竟然聽到了自己年幼時的聲音，而這竟與30多年前威脅許多企業、震撼日本的昭和最大未破懸案的歹徒，所用的威脅錄音帶中出現的聲音是一樣的……
          ",上映日期：2021-07-30,https://movies.yahoo.com.tw/movieinfo_main/%E7%BD%AA%E4%B9%8B%E8%81%B2-the-voice-of-sin-11420
哥吉拉大戰金剛,懸疑/驚悚 科幻 動作 ,"
            兩位神級巨獸展開史詩般的殊死一戰，當傳奇正面對決時，世界的命運危在旦夕。金剛與牠的保護者，踏上危險的旅程，尋找牠真正的家園，同行的還有吉雅，這名年輕的小孤女，與金剛間有著獨特且強大的聯繫。但他們意外地與憤怒的哥吉拉狹路相逢，並在全球引發一片腥風血雨。這起由無形力量所激化的兩個巨獸間的史詩級衝突，僅是深藏地心之謎的冰山一角。
          ",上映日期：2021-03-24,https://movies.yahoo.com.tw/movieinfo_main/%E5%93%A5%E5%90%89%E6%8B%89%E5%A4%A7%E6%88%B0%E9%87%91%E5%89%9B-godzilla-vs-kong-11215
